,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra,wrong_name
3004,HR 449,74.31075,hr449,sb080043.fits,+74:18:38.70,01:37:26.073,8,HR 449,24.3586375,
3005,HR 449,74.3009444444,hr449,ti040047.fits,+74:18:03.40,01:37:22.220,8,HR 449,24.3425833333,
3006,HR 449,74.3009444444,hr449,va260054.fits,+74:18:03.40,01:37:22.220,8,HR 449,24.3425833333,
3007,HR 6226,47.6416666667,hd6226,ni020036.fits,47:38:30.0,1:04:07.8,8,HR 6226,16.0325,
3008,HR 6226,47.6413333333,hd6226,ni020037.fits,47:38:28.8,1:04:07.9,8,HR 6226,16.0329166667,
3009,HR 6906,15.0183888889,hr6906,qc160056.fits,15:01:06.2,18:25:16.2,0,HR 6906,276.3175,
3010,HR 7401,58.0232222222,hr7401,pi080050.fits,58:01:23.6,19:26:12.8,5,HR 7401,291.553333333,
3011,HR 7640,30.9836666667,hr7640,oc220051.fits,30:59:01.2,19:58:38.0,0,HR 7640,299.658333333,
3012,HR 7880,26.4619444444,27vul,tf250012.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833,
3013,HR 7880,26.4619444444,27vul,tg310018.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833,
3014,HR 7880,26.4619444444,27vul,th090026.fits,+26:27:43.00,20:37:04.667,5,HR 7880,309.269445833,
3015,HR 894,38.1474444444,hr894,mj170021.fits,38:08:50.8,3:00:20.3,8,HR 894,45.0845833333,
3016,HR 894,38.1241388889,hr894,nh220051.fits,38:07:26.9,3:00:46.6,8,HR 894,45.1941666667,
3017,HR 894,38.1317222222,hr894,ti040068.fits,+38:07:54.20,03:00:11.887,8,HR 894,45.0495291667,
3018,HR 894,38.1317222222,hr894,uc280017.fits,+38:07:54.20,03:00:11.887,8,HR 894,45.0495291667,
3019,HR1113,37.5878333333,hr1113,mk030018.fits,37:35:16.2,3:41:13.3,8,HR1113,55.3054166667,
3020,HR1260,62.33,hr1260,sh160019.fits,+62:19:48.00,04:07:51.400,8,HR1260,61.9641666667,
3021,HR1377,34.13075,55per,uc090042.fits,+34:07:50.70,04:24:29.160,5,HR1377,66.1215,
3022,HR1377,34.13075,55per,uk120053.fits,+34:07:50.70,04:24:29.160,5,HR1377,66.1215,
3023,HR1377,34.13075,55per,uk130058.fits,+34:07:50.70,04:24:29.160,5,HR1377,66.1215,
3024,HR1377,34.13075,55per,va180025.fits,+34:07:50.70,04:24:29.160,5,HR1377,66.1215,
3025,HR1417,53.9108055556,dlcam,uc090044.fits,+53:54:38.90,04:32:01.840,5,HR1417,68.0076666667,
3026,HR1417,53.9108055556,dlcam,uk120057.fits,+53:54:38.90,04:32:01.840,5,HR1417,68.0076666667,
3027,HR1417,53.9108055556,dlcam,uk130062.fits,+53:54:38.90,04:32:01.840,5,HR1417,68.0076666667,
3028,HR1417,53.9108055556,dlcam,va180029.fits,+53:54:38.90,04:32:01.840,5,HR1417,68.0076666667,
3029,HR1419,32.45775,hr1419,uc090046.fits,+32:27:27.90,04:30:38.407,5,HR1419,67.6600291667,
3030,HR1419,32.45775,hr1419,uk120055.fits,+32:27:27.90,04:30:38.407,5,HR1419,67.6600291667,
3031,HR1419,32.45775,hr1419,uk130060.fits,+32:27:27.90,04:30:38.407,5,HR1419,67.6600291667,
3032,HR1419,32.45775,hr1419,va180027.fits,+32:27:27.90,04:30:38.407,5,HR1419,67.6600291667,
3033,HR1608,-10.2633333333,hr1608,ni150022.fits,-10:15:48.0,4:59:50.5,5,HR1608,74.9604166667,
3034,HR1608,-10.2633055556,hr1608,tj130049.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3035,HR1608,-10.2633055556,hr1608,ui290037.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3036,HR1608,-10.2633055556,hr1608,uk120061.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3037,HR1608,-10.2633055556,hr1608,uk120069.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3038,HR1608,-10.2633055556,hr1608,uk130066.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3039,HR1608,-10.2633055556,hr1608,uk130074.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3040,HR1608,-10.2633055556,hr1608,va180037.fits,-10:15:47.90,04:59:50.447,5,HR1608,74.9601958333,
3041,HR1798,16.7001388889,hr1798,uk120073.fits,+16:42:00.50,05:26:05.720,5,HR1798,81.5238333333,
3042,HR1798,16.7001388889,hr1798,uk130094.fits,+16:42:00.50,05:26:05.720,5,HR1798,81.5238333333,
3043,HR1798,16.7001388889,hr1798,va180039.fits,+16:42:00.50,05:26:05.720,5,HR1798,81.5238333333,
3044,HR1847,17.0746666667,hr1847b,na050018.fits,17:04:28.8,5:32:33.8,0,HR1847,83.1408333333,
3045,HR1847,17.0783888889,hr1847a,ml090033.fits,17:04:42.2,5:32:10.6,8,HR1847,83.0441666667,
3046,HR1847,17.0710833333,hr1847a,na050019.fits,17:04:15.9,5:32:34.7,8,HR1847,83.1445833333,
3047,HR1847,17.0736944444,hr1847a,na050021.fits,17:04:25.3,5:32:34.7,8,HR1847,83.1445833333,
3048,HR1847 A,17.0553055556,hr1847a,nj240062.fits,17:03:19.1,5:32:06.1,8,HR1847 A,83.0254166667,
3049,HR1847 B,17.0548888889,hr1847b,nj240060.fits,17:03:17.6,5:32:06.8,0,HR1847 B,83.0283333333,
3050,HR1847 B,17.0545277778,hr1847b,nj240061.fits,17:03:16.3,5:32:07.1,0,HR1847 B,83.0295833333,
3051, HR 1847,17.0440555556,hr1847b,nd300001.fits,17:02:38.6,5:32:38.8,0,HR1847A,83.1616666667,HR1847A
3052, HR 1847,17.0483611111,hr1847a,nd300002.fits,17:02:54.1,5:32:38.2,8,HR1847A,83.1591666667,HR1847A
3053, HR 1847,17.0447222222,hr1847a,od010015.fits,17:02:41.0,5:32:22.4,8,HR1847A,83.0933333333,HR1847A
3054, HR 1847,17.0455,hr1847a,od010016.fits,17:02:43.8,5:32:22.8,8,HR1847A,83.095,HR1847A
3055, HR 1847,17.0615,hr1847a,qc160037.fits,17:03:41.4,5:32:17.1,8,HR1847A,83.07125,HR1847A
3056, HR 1847,17.0775277778,hr1847a,qc160046.fits,17:04:39.1,5:32:22.9,8,HR1847A,83.0954166667,HR1847A
3057, HR 1847,17.0768888889,hr1847a,qe020011.fits,17:04:36.8,5:32:26.4,8,HR1847A,83.11,HR1847A
3058, HR 1847,17.0586111111,hr1847a,qe020012.fits,17:03:31.0,5:32:14.0,8,HR1847A,83.0583333333,HR1847A
3059,       HR 1847,17.0573333333,hr1847b,qc160019b.fits,17:03:26.4,5:32:14.6,0,HR1847A+B,83.0608333333,HR1847A+B
3060,       HR 1847,17.0573333333,hr1847a,qc160019a.fits,17:03:26.4,5:32:14.6,8,HR1847A+B,83.0608333333,HR1847A+B
3061, HR 1847,17.0448611111,hr1847b,od010017.fits,17:02:41.5,5:32:24.2,0,HR1847B,83.1008333333,HR1847B
3062, HR 1847,17.0616666667,hr1847b,qc160039.fits,17:03:42.0,5:32:18.3,0,HR1847B,83.07625,HR1847B
3063, HR 1847,17.0823333333,hr1847b,qc160048.fits,17:04:56.4,5:32:25.1,0,HR1847B,83.1045833333,HR1847B
3064,HR1847B+A,17.0560555556,hr1847b,uj220035b.fits,+17:03:21.80,05:32:14.500,0,HR1847B+A,83.0604166667,
3065,HR1847B+A,17.0560555556,hr1847a,uj220035a.fits,+17:03:21.80,05:32:14.500,8,HR1847B+A,83.0604166667,
3066,HR1847a,17.0689722222,hr1847b,oj290034.fits,17:04:08.3,5:32:12.0,0,HR1847a,83.05,
3067,HR1847a,17.0689722222,hr1847b,oj290035.fits,17:04:08.3,5:32:11.1,0,HR1847a,83.04625,
3068,HR1847a,17.0780277778,hr1847a,oa110013.fits,17:04:40.9,5:32:17.4,8,HR1847a,83.0725,
3069,HR1847b,17.0632777778,hr1847b,oi060038.fits,17:03:47.8,5:32:06.7,0,HR1847b,83.0279166667,
3070,HR2142,-6.69061111111,hr2142,lb150009.fits,-6:41:26.2,6:03:57.0,8,HR2142,90.9875,
3071,HR2142,-6.66583333333,hr2142,lb160011.fits,-6:39:57.0,6:03:55.7,8,HR2142,90.9820833333,
3072,HR2142,-6.68755555556,hr2142,mk110054.fits,-6:41:15.2,6:04:01.9,8,HR2142,91.0079166667,
3073,HR2142,-6.70891666667,hr2142,ti300084.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625,
3074,HR2142,-6.70891666667,hr2142,tj090061.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625,
3075,HR2142,-6.70891666667,hr2142,ua220009.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625,
3076,HR2521,-2.27202777778,hr2521,uc090036.fits,-02:16:19.30,06:49:16.407,5,HR2521,102.3183625,
3077,HR2521,-2.27202777778,hr2521,uk120067.fits,-02:16:19.30,06:49:16.407,5,HR2521,102.3183625,
3078,HR2521,-2.27202777778,hr2521,va180041.fits,-02:16:19.30,06:49:16.407,5,HR2521,102.3183625,
3079,HR2659,22.6374444444,hr2659,uc040040.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3080,HR2659,22.6374444444,hr2659,uc050021.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3081,HR2659,22.6374444444,hr2659,uc060023.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3082,HR2659,22.6374444444,hr2659,uc090032.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3083,HR2659,22.6374444444,hr2659,uc090034.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3084,HR2659,22.6625833333,hr2659,uc190018.fits,+22:39:45.30,07:05:02.187,7,HR2659,106.2591125,
3085,HR2659,22.6374444444,hr2659,uc270021.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3086,HR2659,22.6374444444,hr2659,uc290021.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3087,HR2659,22.6374444444,hr2659,ud160031.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3088,HR2659,22.6374444444,hr2659,ud230021.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3089,HR2659,22.6374444444,hr2659,ud230027.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3090,HR2659,22.6374444444,hr2659,ui290031.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3091,HR2659,22.6374444444,hr2659,uk120063.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3092,HR2659,22.6374444444,hr2659,uk120077.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3093,HR2659,22.6374444444,hr2659,uk130068.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3094,HR2659,22.6374444444,hr2659,uk130092.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3095,HR2659,22.6374444444,hr2659,uk130098.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3096,HR2659,22.6374444444,hr2659,va180035.fits,+22:38:14.80,07:05:18.367,7,HR2659,106.326529167,
3097,HR2669,28.1766944444,hr2669,uc090054.fits,+28:10:36.10,07:07:24.880,5,HR2669,106.853666667,
3098,HR2669,28.1766944444,hr2669,ui290033.fits,+28:10:36.10,07:07:24.880,5,HR2669,106.853666667,
3099,HR2669,28.1766944444,hr2669,uk120079.fits,+28:10:36.10,07:07:24.880,5,HR2669,106.853666667,
3100,HR3982,11.9365277778,alpleo,qd080025.fits,11:56:11.5,10:08:15.0,5,HR3982,152.0625,
3101,HR3982,11.9671944444,alpleo,rd130012.fits,+11:58:01.90,10:08:22.307,5,HR3982,152.092945833,
3102,HR3982,11.9671944444,alpleo,rd270015.fits,+11:58:01.90,10:08:22.307,5,HR3982,152.092945833,
3103,HR3982,11.9671944444,alpleo,sd140021.fits,+11:58:01.90,10:08:22.300,5,HR3982,152.092916667,
3104,HR3982,11.9671944444,alpleo,sd140022.fits,+11:58:01.90,10:08:22.300,5,HR3982,152.092916667,
3105,HR3982,11.9671944444,alpleo,tb010034.fits,+11:58:01.90,10:08:22.300,5,HR3982,152.092916667,
3106,HR6168,42.4370277778,hr6168,ug230037.fits,+42:26:13.30,16:34:06.180,5,HR6168,248.52575,
3107,HR6168,42.4370277778,hr6168,uk130022.fits,+42:26:13.30,16:34:06.180,5,HR6168,248.52575,
3108,HR6741,22.9232222222,hr6741,ug230039.fits,+22:55:23.60,18:02:30.147,5,HR6741,270.6256125,
3109,HR6741,22.9232222222,hr6741,uh190021.fits,+22:55:23.60,18:02:30.147,5,HR6741,270.6256125,
3110,HR6741,22.9232222222,hr6741,uh200027.fits,+22:55:23.60,18:02:30.147,5,HR6741,270.6256125,
3111,HR6741,22.9232222222,hr6741,uk130024.fits,+22:55:23.60,18:02:30.147,5,HR6741,270.6256125,
3112,HR6747,1.91722222222,hr6747,qe020034.fits,1:55:02.0,18:04:34.3,0,HR6747,271.142916667,
3113,HR6747,1.91888888889,hr6747,qe020036.fits,1:55:08.0,18:04:37.4,0,HR6747,271.155833333,
3114,HR7030,31.6176111111,hr7030,uc290054.fits,+31:37:03.40,18:41:41.307,5,HR7030,280.4221125,
3115,HR7030,31.6176111111,hr7030,ug230043.fits,+31:37:03.40,18:41:41.307,5,HR7030,280.4221125,
3116,HR7030,31.6176111111,hr7030,uh190023.fits,+31:37:03.40,18:41:41.307,5,HR7030,280.4221125,
3117,HR7030,31.6176111111,hr7030,uk130026.fits,+31:37:03.40,18:41:41.307,5,HR7030,280.4221125,
3118,HR7030,31.6176111111,hr7030,uk130040.fits,+31:37:03.40,18:41:41.307,5,HR7030,280.4221125,
3119,HR7318,23.0255277778,hr7318,uc290056.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3120,HR7318,23.0255277778,hr7318,ug230031.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3121,HR7318,23.0255277778,hr7318,uh190025.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3122,HR7318,23.0255277778,hr7318,ui290001.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3123,HR7318,23.0255277778,hr7318,uk130028.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3124,HR7318,23.0255277778,hr7318,uk130042.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3125,HR7318,23.0255277778,hr7318,ul100014.fits,+23:01:31.90,19:17:43.640,5,HR7318,289.431833333,
3126,HR7401,58.0353333333,hr7401,ph180024.fits,58:02:07.2,19:26:13.6,5,HR7401,291.556666667,
3127,HR7401,58.0356666667,hr7401,ph180025.fits,58:02:08.4,19:26:13.7,5,HR7401,291.557083333,
3128,HR7401,58.0273055556,hr7401,va260058.fits,+58:01:38.30,19:25:46.767,5,HR7401,291.4448625,
3129,HR7409,20.3371111111,7vul,qe230023.fits,20:20:13.6,19:29:00.4,8,HR7409,292.251666667,
3130,HR7880,26.5205,27vul,qe230029.fits,26:31:13.8,20:36:44.6,5,HR7880,309.185833333,
3131,HR7880,26.4663055556,27vul,qe240021.fits,26:27:58.7,20:37:03.2,5,HR7880,309.263333333,
3132,HR7880,26.4704166667,27vul,qf130015.fits,26:28:13.5,20:37:02.3,5,HR7880,309.259583333,
3133,HR7880,26.4658055556,27vul,qi140025.fits,26:27:56.9,20:37:09.9,5,HR7880,309.29125,
3134,HR7880,26.4619444444,27vul,sg300022.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3135,HR7880,26.4619444444,27vul,sg310013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3136,HR7880,26.4619444444,27vul,sh010032.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3137,HR7880,26.4619444444,27vul,sh150029.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3138,HR7880,26.4619444444,27vul,si010026.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3139,HR7880,26.4619444444,27vul,si010027.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3140,HR7880,26.4619444444,27vul,si090016.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3141,HR7880,26.4619444444,27vul,si230009.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3142,HR7880,26.4619444444,27vul,si230010.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3143,HR7880,26.4619444444,27vul,tf290022.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3144,HR7880,26.4619444444,27vul,tg160023.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3145,HR7880,26.4619444444,27vul,th010014.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3146,HR7880,26.4544444444,27vul,th200021.fits,+26:27:16.00,20:37:03.720,5,HR7880,309.2655,
3147,HR7880,26.4606388889,27vul,th210021.fits,+26:27:38.30,20:37:03.300,5,HR7880,309.26375,
3148,HR7880,26.4567777778,27vul,th220021.fits,+26:27:24.40,20:37:03.840,5,HR7880,309.266,
3149,HR7880,26.4619444444,27vul,ti040017.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3150,HR7880,26.4619444444,27vul,ti050030.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3151,HR7880,26.4619444444,27vul,ti060027.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3152,HR7880,26.4619444444,27vul,ti110051.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3153,HR7880,26.4619444444,27vul,ti210008.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3154,HR7880,26.4619444444,27vul,ti220012.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3155,HR7880,26.4619444444,27vul,ti230013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3156,HR7880,26.4619444444,27vul,ti240013.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3157,HR7880,26.4619444444,27vul,ti300028.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3158,HR7880,26.4619444444,27vul,uh210021.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3159,HR7880,26.4619444444,27vul,uj210006.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3160,HR7880,26.4619444444,27vul,uk120029.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3161,HR7880,26.4619444444,27vul,uk130036.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3162,HR7880,26.4619444444,27vul,ul100022.fits,+26:27:43.00,20:37:04.667,5,HR7880,309.269445833,
3163,HR7890,-2.42222222222,hr7890,tj290003.fits,-02:25:20.00,20:39:14.833,9,HR7890,309.811804167,
3164,HR8210,19.3756388889,ikpeg,sg300014.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3165,HR8210,19.3756388889,ikpeg,sg310009.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3166,HR8210,19.3756388889,ikpeg,sh010024.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3167,HR8210,19.3756388889,ikpeg,si230030.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3168,HR8210,19.3756388889,ikpeg,tj130027.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3169,HR8210,19.3756388889,ikpeg,ug230035.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3170,HR8210,19.3756388889,ikpeg,uk120031.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3171,HR8210,19.3756388889,ikpeg,uk120041.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3172,HR8210,19.3756388889,ikpeg,uk130038.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3173,HR8210,19.3756388889,ikpeg,uk130048.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3174,HR8210,19.3756388889,ikpeg,ul100016.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3175,HR8210,19.3756388889,ikpeg,ul100024.fits,+19:22:32.30,21:26:26.660,5,HR8210,321.611083333,
3176,IK Peg,19.3756388889,ikpeg,ul110009.fits,+19:22:32.30,21:26:26.660,5,IK Peg,321.611083333,
3177,IQ Per,48.1607222222,iqper,ob070010.fits,48:09:38.6,4:00:16.3,5,IQ Per,60.0679166667,
3178,IQ Per,48.1484444444,iqper,od030015.fits,48:08:54.4,4:00:21.5,5,IQ Per,60.0895833333,
3179,      IRASnon,23.32925,iras17449pl2320,sd180018.fits,+23:19:45.30,17:47:03.280,8,IRAS 17+23,266.763666667,IRAS 17+23
3180,IRAS 17449+2320,23.3196388889,iras17449pl2320,re160014.fits,+23:19:10.70,17:47:03.607,8,IRAS 17449+2320,266.765029167,
3181,IRAS 17449+2320,23.3196388889,iras17449pl2320,re160015.fits,+23:19:10.70,17:47:03.607,8,IRAS 17449+2320,266.765029167,
3182,IRAS 17449+2320,23.32925,iras17449pl2320,ub090070.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3183,IRAS 17449+2320,23.32925,iras17449pl2320,ub230054.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3184,IRAS 17449+2320,23.32925,iras17449pl2320,ub250055.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3185,IRAS 17449+2320,23.32925,iras17449pl2320,uc210036.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3186,IRAS 17449+2320,23.32925,iras17449pl2320,uc210041.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3187,IRAS 17449+2320,23.32925,iras17449pl2320,ud100020.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3188,IRAS 17449+2320,23.32925,iras17449pl2320,ue060034.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3189,IRAS 17449+2320,23.32925,iras17449pl2320,uh230022.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3190,IRAS 17449+2320,23.32925,iras17449pl2320,ui030008.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3191,IRAS 17449+2320,23.32925,iras17449pl2320,uk110016.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3192,IRAS 17449+2320,23.32925,iras17449pl2320,vc040047.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667,
3193,IRAS17449,23.32925,iras17449pl2320,uj040021.fits,+23:19:45.30,17:47:03.280,8,IRAS17449,266.763666667,
3194,IRAS17449+2320,23.32925,iras17449pl2320,ud190037.fits,+23:19:45.30,17:47:03.280,8,IRAS17449+2320,266.763666667,
3195,IRC +10420,11.3546388889,v1302aql,uj160032.fits,+11:21:16.70,19:26:48.087,3,IRC +10420,291.7003625,
3196,IRC +10420,11.3546388889,v1302aql,uk060013.fits,+11:21:16.70,19:26:48.087,3,IRC +10420,291.7003625,
3197,IRC+10420,11.3546388889,v1302aql,uh250029.fits,+11:21:16.70,19:26:48.087,3,IRC+10420,291.7003625,
3198,IRC+10420,11.3546388889,v1302aql,ui300015.fits,+11:21:16.70,19:26:48.087,3,IRC+10420,291.7003625,
3199,IU Aur,34.7827777778,iuaur,sh160025.fits,+34:46:58.00,05:27:52.400,0,IU Aur,81.9683333333,
3200,IU Aur,34.7828333333,iuaur,ua160030.fits,+34:46:58.20,05:27:52.400,0,IU Aur,81.9683333333,
3201,IU Aur,34.7828333333,iuaur,ua160040.fits,+34:46:58.20,05:27:52.400,0,IU Aur,81.9683333333,
3202,Jupiter,-4.18730555556,jupiter,oc310033.fits,-4:11:14.3,12:54:54.5,x,Jupiter,193.727083333,
3203,Jupiter,-4.18730555556,jupiter,oc310034.fits,-4:11:14.3,12:54:54.6,x,Jupiter,193.7275,
3204,Jupiter,-4.18730555556,jupiter,oc310035.fits,-4:11:14.3,12:54:54.6,x,Jupiter,193.7275,
3205,Jupiter,-4.18719444444,jupiter,oc310036.fits,-4:11:13.9,12:54:54.8,x,Jupiter,193.728333333,
3206,Jupiter,-4.18722222222,jupiter,oc310037.fits,-4:11:14.0,12:54:54.6,x,Jupiter,193.7275,
3207,KL CMa,-14.9578888889,klcma,pl140043.fits,-14:57:28.4,6:30:12.8,0,KL CMa,97.5533333333,
3208,KL Cep,54.1533333333,klcep,sd030031.fits,+54:09:12.00,22:10:23.100,x,KL Cep,332.59625,
3209,KS CMa,-12.6679166667,kscma,tj250025.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3210,KS CMa,-12.6679166667,kscma,tj290068.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3211,KS CMa,-12.6679166667,kscma,ub280017.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3212,KS CMa,-12.6679166667,kscma,uc070015.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3213,KS CMa,-12.6679166667,kscma,va300033.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3214,KS CMa,-12.6679166667,kscma,vb200027.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125,
3215,KX And,50.1923333333,kxand,tg120022.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3216,KX And,50.1923333333,kxand,tj290027.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3217,KX And,50.1923333333,kxand,tj300021.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3218,KX And,50.1776666667,kxand,ua170037.fits,+50:10:39.60,23:07:00.327,8,KX And,346.7513625,
3219,KX And,50.1948611111,kxand,ub210011.fits,+50:11:41.50,23:07:09.867,8,KX And,346.7911125,
3220,KX And,50.1923333333,kxand,ue210040.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3221,KX And,50.1923333333,kxand,ug060051.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3222,KX And,50.1923333333,kxand,ug110039.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3223,KX And,50.1923333333,kxand,uh080003.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3224,KX And,50.1923333333,kxand,uh220037.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3225,KX And,50.1923333333,kxand,uh260021.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3226,KX And,50.1923333333,kxand,uh290063.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3227,KX And,50.1923333333,kxand,ui010040.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3228,KX And,50.1923333333,kxand,ui140037.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3229,KX And,50.1923333333,kxand,ui260042.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3230,KX And,50.1923333333,kxand,uj010032.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3231,KX And,50.1923333333,kxand,uj060007.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3232,KX And,50.1923333333,kxand,uk110030.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3233,KX And,50.1923333333,kxand,ul110011.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
3234,KX And,50.1923333333,kxand,vb200019.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625,
