,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra
4802,HD 81357,58.1428333333,hd81357,ui120029.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4803,HD 81357,58.1428333333,hd81357,uj010059.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4804,HD 81357,58.1428333333,hd81357,uk110039.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4805,HD 81357,58.1428333333,hd81357,vb110044.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4806,HD81357,58.1428333333,hd81357,vc200033.fits,+58:08:34.20,09:27:23.907,8,HD81357,141.8496125
4807,HD 81357,58.1428333333,hd81357,vc210028.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4808,HD 81357,58.1428333333,hd81357,vc280043.fits,+58:08:34.20,09:27:23.907,8,HD 81357,141.8496125
4809,HR 1113,37.5950555556,hr1113,mj180035.fits,37:35:42.2,3:41:13.7,8,HR 1113,55.3070833333
4810,HR1113,37.5878333333,hr1113,mk030018.fits,37:35:16.2,3:41:13.3,8,HR1113,55.3054166667
4811,HR 1113,37.6440833333,hr1113,ng300046.fits,37:38:38.7,3:40:27.0,8,HR 1113,55.1125
4812,HR 1113,37.5801944444,hr1113,ti040011.fits,+37:34:48.70,03:41:07.860,8,HR 1113,55.28275
4813,HR 1113,37.5801944444,hr1113,ti040048.fits,+37:34:48.70,03:41:07.860,8,HR 1113,55.28275
4814,HR 1113,37.5801944444,hr1113,uj220041.fits,+37:34:48.70,03:41:07.860,8,HR 1113,55.28275
4815,HR 1204,63.074,hr1204,oc220024.fits,63:04:26.4,3:58:24.5,8,HR 1204,59.6020833333
4816,HR 1204,63.0685277778,hr1204,od030017.fits,63:04:06.7,3:58:30.1,8,HR 1204,59.6254166667
4817,HR 1204,63.1206388889,hr1204,od040030.fits,63:07:14.3,3:58:42.1,8,HR 1204,59.6754166667
4818,HR 1204,63.1209166667,hr1204,od040031.fits,63:07:15.3,3:58:42.1,8,HR 1204,59.6754166667
4819,HR 1204,63.0722777778,hr1204,pl150057.fits,63:04:20.2,03:57:25.5,8,HR 1204,59.35625
4820,HR 1204,63.0722777778,hr1204,pl270047h.fits,63:04:20.2,3:57:25.5,8,HR 1204,59.35625
4821,HR 1204,63.0722777778,hr1204,pl270052.fits,63:04:20.2,3:57:25.5,8,HR 1204,59.35625
4822,HR 1204,63.07225,hr1204,rk270022.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4823,HR 1204,63.07225,hr1204,sb080041.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4824,HR 1204,63.07225,hr1204,sj090038.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4825,HR 1204,63.07225,hr1204,tj140028.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4826,HR 1204,63.07225,hr1204,uj220037.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4827,HR 1204,63.07225,hr1204,va260050.fits,+63:04:20.10,03:57:25.440,8,HR 1204,59.356
4828,HR  1260,62.3497777778,hr1260,oj260023.fits,62:20:59.2,4:08:27.3,8,HR  1260,62.11375
4829,HR 1260,62.3253333333,hr1260,pg210026.fits,62:19:31.2,4:07:48.8,8,HR 1260,61.9533333333
4830,HR 1260,62.3253333333,hr1260,pg210030.fits,62:19:31.2,4:07:48.8,8,HR 1260,61.9533333333
4831,HR 1260,40.7591666667,hr1260,pj190037.fits,40:45:33.0,20:23:19.0,8,HR 1260,305.829166667
4832,HR 1260,40.7591666667,hr1260,pj190041.fits,40:45:33.0,20:23:19.0,8,HR 1260,305.829166667
4833,HR 1260,62.3301111111,hr1260,qc060035.fits,62:19:48.4,04:07:51.40,8,HR 1260,61.9641666667
4834,HR 1260,62.3301111111,hr1260,qc060041.fits,62:19:48.4,04:07:51.40,8,HR 1260,61.9641666667
4835,HR1260,62.33,hr1260,sh160019.fits,+62:19:48.00,04:07:51.400,8,HR1260,61.9641666667
4836,HR 1260,62.3300833333,hr1260,sh300022a.fits,+62:19:48.30,04:07:51.387,8,HR 1260,61.9641125
4837,HR 1260,62.3300833333,hr1260,sh300038.fits,+62:19:48.30,04:07:51.387,8,HR 1260,61.9641125
4838,HR 1260,62.3300833333,hr1260,sh310040.fits,+62:19:48.30,04:07:51.387,8,HR 1260,61.9641125
4839,HR 1847,17.0753055556,hr1847a,mj170023.fits,17:04:31.1,5:32:12.4,8,HR 1847,83.0516666667
4840,HR1847,17.0783888889,hr1847a,ml090033.fits,17:04:42.2,5:32:10.6,8,HR1847,83.0441666667
4841,HR1847,17.0710833333,hr1847a,na050019.fits,17:04:15.9,5:32:34.7,8,HR1847,83.1445833333
4842,HR1847,17.0736944444,hr1847a,na050021.fits,17:04:25.3,5:32:34.7,8,HR1847,83.1445833333
4843,hr 1847a,17.0598055556,hr1847a,nc290015.fits,17:03:35.3,5:32:41.7,8,hr 1847a,83.17375
4844,HR 1847,17.0364166667,hr1847a,nd210018.fits,17:02:11.1,5:32:38.9,8,HR 1847,83.1620833333
4845,HR 1847a,17.0375277778,hr1847a,nd210019.fits,17:02:15.1,5:32:39.1,8,HR 1847a,83.1629166667
4846,HR 1847A,17.0462222222,hr1847a,nd220014.fits,17:02:46.4,5:32:40.3,8,HR 1847A,83.1679166667
4847,HR1847A,17.0483611111,hr1847a,nd300002.fits,17:02:54.1,5:32:38.2,8,HR1847A,83.1591666667
4848,HR 1847A,17.1548888889,hr1847a,ng300048.fits,17:09:17.6,5:31:33.9,8,HR 1847A,82.89125
4849,HR 1847A,17.15275,hr1847a,ng300049.fits,17:09:09.9,5:31:34.2,8,HR 1847A,82.8925
4850,HR 1847A,17.0736666667,hr1847a,nh220044.fits,17:04:25.2,5:32:48.5,8,HR 1847A,83.2020833333
4851,HR 1847A,17.0711944444,hr1847a,nh220045.fits,17:04:16.3,5:32:49.3,8,HR 1847A,83.2054166667
4852,HR 1847A,17.0654722222,hr1847a,nh220049.fits,17:03:55.7,5:32:50.9,8,HR 1847A,83.2120833333
4853,HR 1847A,17.0618611111,hr1847a,nh220053.fits,17:03:42.7,5:32:52.1,8,HR 1847A,83.2170833333
4854,HR 1847A,17.0691388889,hr1847a,ni130036.fits,17:04:08.9,5:32:07.6,8,HR 1847A,83.0316666667
4855,HR1847 A,17.0553055556,hr1847a,nj240062.fits,17:03:19.1,5:32:06.1,8,HR1847 A,83.0254166667
4856,HR 1847A,17.0515555556,hr1847a,nk240049.fits,17:03:05.6,5:32:07.2,8,HR 1847A,83.03
4857,HR 1847A,17.1072777778,hr1847a,nl100020.fits,17:06:26.2,5:31:42.3,8,HR 1847A,82.92625
4858,HR1847a,17.0780277778,hr1847a,oa110013.fits,17:04:40.9,5:32:17.4,8,HR1847a,83.0725
4859,HR 1847,17.0742777778,hr1847a,oa160016.fits,17:04:27.4,5:32:18.0,8,HR 1847,83.075
4860,HR 1847A,17.0751944444,hr1847a,oa160018.fits,17:04:30.7,5:32:17.8,8,HR 1847A,83.0741666667
4861,HR 1847A,17.0468888889,hr1847a,oc220010.fits,17:02:48.8,5:32:16.7,8,HR 1847A,83.0695833333
4862,HR 1847A,17.0476666667,hr1847a,oc310022.fits,17:02:51.6,5:32:29.9,8,HR 1847A,83.1245833333
4863,HR1847A,17.0447222222,hr1847a,od010015.fits,17:02:41.0,5:32:22.4,8,HR1847A,83.0933333333
4864,HR1847A,17.0455,hr1847a,od010016.fits,17:02:43.8,5:32:22.8,8,HR1847A,83.095
4865,HR 1847a,17.0695,hr1847a,oi060036.fits,17:04:10.2,5:32:06.6,8,HR 1847a,83.0275
4866,HR 1847a,17.0693333333,hr1847a,oi060037.fits,17:04:09.6,5:32:06.7,8,HR 1847a,83.0279166667
4867,HR 1847a,17.0591388889,hr1847a,oi220034.fits,17:03:32.9,5:32:06.4,8,HR 1847a,83.0266666667
4868,HR 1847a,17.059,hr1847a,oi220035.fits,17:03:32.4,5:32:06.5,8,HR 1847a,83.0270833333
4869,HR 1847A,17.1281944444,hr1847a,oj070018a.fits,17:07:41.5,5:31:33.4,8,HR 1847A,82.8891666667
4870,HR 1847A,17.058,hr1847a,oj070028a.fits,17:03:28.8,5:32:14.0,8,HR 1847A,83.0583333333
4871,HR 1847A+B,17.0479444444,hr1847a,oj070034a.fits,17:02:52.6,5:32:15.2,8,HR 1847A+B,83.0633333333
4872,HR 1847A,17.10675,hr1847a,oj070040a.fits,17:06:24.3,5:32:42.9,8,HR 1847A,83.17875
4873,HR 1847A,17.1053611111,hr1847a,oj070042a.fits,17:06:19.3,5:32:43.5,8,HR 1847A,83.18125
4874,HR 1847A,17.1045277778,hr1847a,oj070044a.fits,17:06:16.3,5:32:44.1,8,HR 1847A,83.18375
4875,HR 1847A,17.1113888889,hr1847a,oj260033.fits,17:06:41.0,5:31:04.3,8,HR 1847A,82.7679166667
4876,HR 1847A,17.1083333333,hr1847a,oj260035.fits,17:06:30.0,5:31:05.4,8,HR 1847A,82.7725
4877,HR 1847b,17.0628611111,hr1847a,oj290036.fits,17:03:46.3,5:32:13.1,8,HR 1847b,83.0545833333
4878,HR 1847b,17.0629444444,hr1847a,oj290037.fits,17:03:46.6,5:32:13.2,8,HR 1847b,83.055
4879,HR 1847a,17.0491388889,hr1847a,pa080032.fits,17:02:56.9,5:32:18.6,8,HR 1847a,83.0775
4880,HR 1847A,17.0581388889,hr1847a,pj110024.fits,17:03:29.3,05:32:14.1,8,HR 1847A,83.05875
4881,HR1847A+B,17.0573333333,hr1847a,qc160019a.fits,17:03:26.4,5:32:14.6,8,HR1847A+B,83.0608333333
4882,HR1847A,17.0615,hr1847a,qc160037.fits,17:03:41.4,5:32:17.1,8,HR1847A,83.07125
4883,HR1847A,17.0775277778,hr1847a,qc160046.fits,17:04:39.1,5:32:22.9,8,HR1847A,83.0954166667
4884,HR 1847A,17.1180555556,hr1847a,qc270011.fits,17:07:05.0,5:32:41.8,8,HR 1847A,83.1741666667
4885,HR 1847 A,17.0365555556,hr1847a,qd020010.fits,17:02:11.6,5:32:26.7,8,HR 1847 A,83.11125
4886,HR 1847 A,17.0580555556,hr1847a,qd070002.fits,17:03:29.0,5:32:14.3,8,HR 1847 A,83.0595833333
4887,HR 1847A,17.0591388889,hr1847a,qd130019.fits,17:03:32.9,5:32:14.1,8,HR 1847A,83.05875
4888,HR 1847A,17.0681388889,hr1847a,qd130023.fits,17:04:05.3,5:32:16.1,8,HR 1847A,83.0670833333
4889,HR 1847A,17.0585833333,hr1847a,qd140022.fits,17:03:30.9,5:32:14.2,8,HR 1847A,83.0591666667
4890,HR1847A,17.0768888889,hr1847a,qe020011.fits,17:04:36.8,5:32:26.4,8,HR1847A,83.11
4891,HR1847A,17.0586111111,hr1847a,qe020012.fits,17:03:31.0,5:32:14.0,8,HR1847A,83.0583333333
4892,HR 1847A,17.1211388889,hr1847a,qh240029.fits,17:07:16.1,5:31:46.9,8,HR 1847A,82.9454166667
4893,HR 1847A,17.0578888889,hr1847a,qi150036.fits,17:03:28.4,5:32:14.3,8,HR 1847A,83.0595833333
4894,HR 1847A,17.0578888889,hr1847a,qi160031.fits,17:03:28.4,5:32:14.0,8,HR 1847A,83.0583333333
4895,HR 1847A+B,17.0440555556,hr1847a,qi160039a.fits,17:02:38.6,5:32:17.8,8,HR 1847A+B,83.0741666667
4896,HR 1847A,17.0580833333,hr1847a,qj130036.fits,17:03:29.1,5:32:13.6,8,HR 1847A,83.0566666667
4897,HR 1847A,17.0431944444,hr1847a,qj130040.fits,17:02:35.5,5:32:14.6,8,HR 1847A,83.0608333333
4898,HR 1847A+B,17.0379444444,hr1847a,qj130046a.fits,17:02:16.6,5:32:17.7,8,HR 1847A+B,83.07375
4899,HR 1847A,17.0580555556,hr1847a,rb250029.fits,17:03:29.00,05:32:14.000,8,HR 1847A,83.0583333333
4900,HR 1847A,17.0581388889,hr1847a,rl030023.fits,+17:03:29.30,05:32:14.100,8,HR 1847A,83.05875
4901,HR 1847B,17.0560555556,hr1847a,ub070033a.fits,+17:03:21.80,05:32:14.500,8,HR 1847B,83.0604166667
4902,HR 1847A+B,17.0560555556,hr1847a,ub240014a.fits,+17:03:21.80,05:32:14.500,8,HR 1847A+B,83.0604166667
4903,HR 1847B(+A),17.0560555556,hr1847a,ub240030.fits,+17:03:21.80,05:32:14.500,8,HR 1847B(+A),83.0604166667
4904,HR 1847A,17.0560555556,hr1847a,uj220029.fits,+17:03:21.80,05:32:14.500,8,HR 1847A,83.0604166667
4905,HR 1847B,17.0560555556,hr1847a,uj220031a.fits,+17:03:21.80,05:32:14.500,8,HR 1847B,83.0604166667
4906,HR1847B+A,17.0560555556,hr1847a,uj220035a.fits,+17:03:21.80,05:32:14.500,8,HR1847B+A,83.0604166667
4907,HR 1847B+A,17.0560555556,hr1847a,uj220039a.fits,+17:03:21.80,05:32:14.500,8,HR 1847B+A,83.0604166667
4908,HR2142,-6.69061111111,hr2142,lb150009.fits,-6:41:26.2,6:03:57.0,8,HR2142,90.9875
4909,HR2142,-6.66583333333,hr2142,lb160011.fits,-6:39:57.0,6:03:55.7,8,HR2142,90.9820833333
4910,HR2142,-6.68755555556,hr2142,mk110054.fits,-6:41:15.2,6:04:01.9,8,HR2142,91.0079166667
4911,V696 Mon,-6.68430555556,hr2142,na240032.fits,-6:41:03.5,6:04:22.5,8,V696 Mon,91.09375
4912,HR 2142,-6.70891666667,hr2142,tc190017.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4913,HR 2142,-6.70891666667,hr2142,tc190018.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4914,HR 2142,-6.70891666667,hr2142,tc190019.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4915,HR2142,-6.70891666667,hr2142,ti300084.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625
4916,HR2142,-6.70891666667,hr2142,tj090061.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625
4917,HR 2142,-6.70891666667,hr2142,tj290046.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4918,HR2142,-6.70891666667,hr2142,ua220009.fits,-06:42:32.10,06:04:13.500,8,HR2142,91.05625
4919,HR 2142,-6.70891666667,hr2142,ua300045.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4920,V696 Mon,-6.70891666667,hr2142,ub060044.fits,-06:42:32.10,06:04:13.500,8,V696 Mon,91.05625
4921,HR 2142,-6.70891666667,hr2142,ub280015.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4922,HR 2142,-6.70891666667,hr2142,uc070023.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4923,HR 2142,-6.70891666667,hr2142,uc280015.fits,-06:42:32.10,06:04:13.500,8,HR 2142,91.05625
4924,HR 3135,-2.88202777778,hr3135,nc170036.fits,-2:52:55.3,8:01:01.8,8,HR 3135,120.2575
4925,HR 3135,-2.87852777778,hr3135,nc310025.fits,-2:52:42.7,8:00:59.4,8,HR 3135,120.2475
4926,HR 3135,-2.87625,hr3135,nc310027.fits,-2:52:34.5,8:01:00.4,8,HR 3135,120.251666667
4927,HR 3135,-2.88325,hr3135,nd070026.fits,-2:52:59.7,8:00:46.4,8,HR 3135,120.193333333
4928,HR 3135,-2.88191666667,hr3135,ub240016.fits,-02:52:54.90,08:00:44.140,8,HR 3135,120.183916667
4929,HR 449,74.3650277778,hr449,oe290020.fits,74:21:54.1,1:38:12.0,8,HR 449,24.55
4930,HR 449,74.31075,hr449,sb080043.fits,+74:18:38.70,01:37:26.073,8,HR 449,24.3586375
4931,HR 449,74.3009444444,hr449,ti040047.fits,+74:18:03.40,01:37:22.220,8,HR 449,24.3425833333
4932,HR 449,74.3009444444,hr449,va260054.fits,+74:18:03.40,01:37:22.220,8,HR 449,24.3425833333
4933,HR 894,38.1474444444,hr894,mj170021.fits,38:08:50.8,3:00:20.3,8,HR 894,45.0845833333
4934,HR 894,38.1241388889,hr894,nh220051.fits,38:07:26.9,3:00:46.6,8,HR 894,45.1941666667
4935,HR 894,38.1317222222,hr894,ti040068.fits,+38:07:54.20,03:00:11.887,8,HR 894,45.0495291667
4936,HR 894,38.1317222222,hr894,uc280017.fits,+38:07:54.20,03:00:11.887,8,HR 894,45.0495291667
4937,IRAS 17449+2320,23.3196388889,iras17449pl2320,re160014.fits,+23:19:10.70,17:47:03.607,8,IRAS 17449+2320,266.765029167
4938,IRAS 17449+2320,23.3196388889,iras17449pl2320,re160015.fits,+23:19:10.70,17:47:03.607,8,IRAS 17449+2320,266.765029167
4939,IRAS 17+23,23.32925,iras17449pl2320,sd180018.fits,+23:19:45.30,17:47:03.280,8,IRAS 17+23,266.763666667
4940,IRAS 17449+2320,23.32925,iras17449pl2320,ub090070.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4941,IRAS 17449+2320,23.32925,iras17449pl2320,ub230054.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4942,IRAS 17449+2320,23.32925,iras17449pl2320,ub250055.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4943,IRAS 17449+2320,23.32925,iras17449pl2320,uc210036.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4944,IRAS 17449+2320,23.32925,iras17449pl2320,uc210041.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4945,IRAS 17449+2320,23.32925,iras17449pl2320,ud100020.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4946,IRAS17449+2320,23.32925,iras17449pl2320,ud190037.fits,+23:19:45.30,17:47:03.280,8,IRAS17449+2320,266.763666667
4947,BD+23 3183,23.32925,iras17449pl2320,ud220014.fits,+23:19:45.30,17:47:03.280,8,BD+23 3183,266.763666667
4948,IRAS 17449+2320,23.32925,iras17449pl2320,ue060034.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4949,IRAS 17449+2320,23.32925,iras17449pl2320,uh230022.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4950,IRAS 17449+2320,23.32925,iras17449pl2320,ui030008.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4951,IRAS17449,23.32925,iras17449pl2320,uj040021.fits,+23:19:45.30,17:47:03.280,8,IRAS17449,266.763666667
4952,IRAS 17449+2320,23.32925,iras17449pl2320,uk110016.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4953,IRAS 17449+2320,23.32925,iras17449pl2320,vc040047.fits,+23:19:45.30,17:47:03.280,8,IRAS 17449+2320,266.763666667
4954,HD2905,62.9317777778,kapcas,sh150049.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4955,HD2905,62.9317777778,kapcas,sh150051.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4956,HD2905,62.9317777778,kapcas,sh180032.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4957,HD2905,62.9317777778,kapcas,sh230045.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4958,HD2905,62.9317777778,kapcas,tg160029.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4959,HD2905,62.9317777778,kapcas,tg160031.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4960,HD 2905,62.9317777778,kapcas,tg310020.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4961,HD 2905,62.9317777778,kapcas,tg310028.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4962,HD2905,62.9317777778,kapcas,th010026.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4963,HD2905,62.9317777778,kapcas,th010027.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4964,HD2905,62.9317777778,kapcas,th010037.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4965,HD2905,62.9317777778,kapcas,ti060069.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4966,HD2905,62.9317777778,kapcas,ti060071.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4967,HD2905,62.9317777778,kapcas,ti060073.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4968,HD2905,62.9317777778,kapcas,ti060075.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4969,HD2905,62.9317777778,kapcas,ti110067.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4970,HD2905,62.9317777778,kapcas,ti110069.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4971,HD2905,62.9317777778,kapcas,ti110071.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4972,HD2905,62.9317777778,kapcas,ti110073.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4973,HD2905,62.9317777778,kapcas,ti110075.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4974,HD2905,62.9317777778,kapcas,ti110077.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4975,HD2905,63.0514444444,kapcas,uc190006.fits,+63:03:05.20,00:33:22.280,8,HD2905,8.34283333333
4976,HD2905,62.9317777778,kapcas,uh210023.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4977,HD2905,62.9317777778,kapcas,uh210025.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4978,HD2905,62.9317777778,kapcas,uh210027.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4979,HD2905,62.9317777778,kapcas,uh210029.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4980,HD2905,62.9317777778,kapcas,uh210031.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4981,HD2905,62.9317777778,kapcas,uh210033.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4982,HD2905,62.9317777778,kapcas,uh210035.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4983,HD2905,62.9317777778,kapcas,uh210037.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4984,HD2905,62.9317777778,kapcas,uh210039.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4985,HD2905,62.9317777778,kapcas,uh210041.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4986,HD2905,62.9317777778,kapcas,uh210043.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4987,HD2905,62.9317777778,kapcas,uh210045.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4988,HD2905,62.9317777778,kapcas,uh210047.fits,+62:55:54.40,00:32:59.987,8,HD2905,8.24994583333
4989,HD 2905,62.9317777778,kapcas,ui250028.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4990,HD 2905,62.9317777778,kapcas,ui250030.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4991,HD 2905,62.9317777778,kapcas,uj160044.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4992,HD 2905,62.9317777778,kapcas,vb250011.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4993,HD 2905,62.9317777778,kapcas,vb260011.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4994,HD 2905,62.9317777778,kapcas,vb260013.fits,+62:55:54.40,00:32:59.987,8,HD 2905,8.24994583333
4995,KS CMa,-12.6679166667,kscma,tj250025.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
4996,KS CMa,-12.6679166667,kscma,tj290068.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
4997,KS CMa,-12.6679166667,kscma,ub280017.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
4998,KS CMa,-12.6679166667,kscma,uc070015.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
4999, KS CMa,-12.6679166667,kscma,uj170050.fits,-12:40:04.50,06:49:15.867,8, KS CMa,102.3161125
5000,KS CMa,-12.6679166667,kscma,va300033.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
5001,KS CMa,-12.6679166667,kscma,vb200027.fits,-12:40:04.50,06:49:15.867,8,KS CMa,102.3161125
5002,KX And,50.1923333333,kxand,tg120022.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5003,KX And,50.1923333333,kxand,tj290027.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5004,KX And,50.1923333333,kxand,tj300021.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5005,KX And,50.1776666667,kxand,ua170037.fits,+50:10:39.60,23:07:00.327,8,KX And,346.7513625
5006,KX And,50.1948611111,kxand,ub210011.fits,+50:11:41.50,23:07:09.867,8,KX And,346.7911125
5007,KX And,50.1923333333,kxand,ue210040.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5008,KX And,50.1923333333,kxand,ug060051.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5009,KX And,50.1923333333,kxand,ug110039.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5010,KX And,50.1923333333,kxand,uh080003.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5011,KX And,50.1923333333,kxand,uh220037.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5012,KX And,50.1923333333,kxand,uh260021.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5013,KX And,50.1923333333,kxand,uh290063.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5014,KX And,50.1923333333,kxand,ui010040.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5015,KX And,50.1923333333,kxand,ui140037.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5016,KX And,50.1923333333,kxand,ui260042.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5017,KX And,50.1923333333,kxand,uj010032.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5018,KX And,50.1923333333,kxand,uj060007.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5019,KX And,50.1923333333,kxand,uk110030.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5020,KX And,50.1923333333,kxand,ul110011.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5021,KX And,50.1923333333,kxand,vb200019.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5022,KX And,50.1923333333,kxand,vc190039.fits,+50:11:32.40,23:07:06.207,8,KX And,346.7758625
5023,lambda Cep,59.4199722222,lamcep,mj170011.fits,59:25:11.9,22:11:48.9,8,lambda Cep,332.95375
5024,lambda Cep,59.4082222222,lamcep,oi090017.fits,59:24:29.6,22:11:37.4,8,lambda Cep,332.905833333
5025,lambda Cep,59.4084166667,lamcep,oi090018.fits,59:24:30.3,22:11:37.7,8,lambda Cep,332.907083333
5026,lambda Cep,59.4144722222,lamcep,va260063.fits,+59:24:52.10,22:11:30.580,8,lambda Cep,332.877416667
5027,LO Hya,-2.51711111111,lohya,tc240024.fits,-02:31:01.60,08:28:29.147,8,LO Hya,127.121445833
5028,LO Hya,-2.51711111111,lohya,ua160043.fits,-02:31:01.60,08:28:29.147,8,LO Hya,127.121445833
5029,LO Hya,-2.51711111111,lohya,ub090054.fits,-02:31:01.60,08:28:29.147,8,LO Hya,127.121445833
5030,LO Hya,-2.51711111111,lohya,ub260050.fits,-02:31:01.60,08:28:29.147,8,LO Hya,127.121445833
5031,LO Hya,-2.51711111111,lohya,uc010029.fits,-02:31:01.60,08:28:29.147,8,LO Hya,127.121445833
