#object, dir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
alpha Vir,alpvir
HIP 94734,hip94734
HIP 94734,hip94734
224014,rhocas
HD224014,rhocas
HD 224014,rhocas
HD224014,rhocas
HD224014,rhocas
HD 224014,rhocas
HD224014,rhocas
HD 224014,rhocas
HD224014,rhocas
HD224014,rhocas
HD224014,rhocas
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
4 Her,4her
V 4409 Sgr,v4409sgr
V 4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V 4409 Sgr,v4409sgr
V4409 Sgr,v4409sgr
V799 Cas,v799cas
V799 Cas,v799cas
HIP 118163,hip118163
gamma UMi,gamumi
HD 76868,hd76868
HD 76868,hd76868
HD 76868,hd76868
HD 76868,hd76868
V773Cas,v773cas
V773Cas,v773cas
V773Cas,v773cas
V773Cas,v773cas
HD66665,hd66665
HD66665,hd66665
V335 Ser,v335ser
V335Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
V335 Ser,v335ser
HD 37352,hd37352
V838 Mon,v838mon
V838 Mon,v838mon
V838 Mon,v838mon
V838 Mon,v838mon
V838 Mon,v838mon
HD 168957,hd168957
HD 168957,hd168957
HD 216057,hd216057
HIP40474,hd68457
HIP40474,hd68457
V505 Sgr,v505sgr
V379Cep,v379cep
V379 Cep,v379cep
V379Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
v379cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
v379cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
V379 Cep,v379cep
v379 Cep,v379cep
V 379 Cep,v379cep
V379 Cep,v379cep
HD 221692,hd221692
HD 221692,hd221692
HIP098028,hip98028
HIP098028,hip98028
HD 39478,hd39478
HIP 1036,hip1036
V415 Aur,v415aur
V415 Aur,v415aur
V415 Aur,v415aur
V2113 Cyg,v2113cyg
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
27 Tau,27tau
WEBDA 7,ngc1502w7
NGC1502 Webda 7,ngc1502w7
WEBDA 7,ngc1502w7
NGC1502 Webda 7,ngc1502w7
HIP21482,v833tau
HIP21482,v833tau
HIP21482,v833tau
HIP 21482,v833tau
HIP 21482,v833tau
HIP21482,v833tau
HD217411,hd217411
HD 37128,epsori
HD37128,epsori
HD 37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD 37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD 37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
HD37128,epsori
AD Leo,adleo
AD Leo,adleo
AD Leo,adleo
AD Leo,adleo
AD Leo,adleo
AD Leo,adleo
HIP097155,hd186857
HIP097155,hd186857
HIP097155,hd186857
alpha Boo,alpboo
Arcturus,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
alpha Boo,alpboo
Arcturus,alpboo
alphaBoo,alpboo
alpha Boo,alpboo
alp Boo,alpboo
HIP39837,hd67403
HIP39837,hd67403
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
GALEX0747+6225,fbs0742pl625
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
FBS0742+625,fbs0742pl625
R Cas,rcas
R Cas,rcas
IU Aur,iuaur
IU Aur,iuaur
IU Aur,iuaur
V458 Vul,novavul2007
N Vul 07,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
N Vul 2007,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
N Vul 2007,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
N Vul 2007,novavul2007
V458 Vul,novavul2007
N Vul 2007,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
V458 Vul,novavul2007
bet Cep,betcep
beta Cep,betcep
beta Cep,betcep
bet Cep,betcep
bet Cep,betcep
beta Cep,betcep
beta Cep,betcep
beta Cep,betcep
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
etaUMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
etaUMa,etauma
eta UMa,etauma
eta UMa,etauma
eta Uma,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
etaUMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta Uma,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
eta UMa,etauma
Wolf 1346,wolf1346
Wolf 1346,wolf1346
Wolf 1346,wolf1346
omi Her,omiher
omicron Her,omiher
omi Her,omiher
omicron Her,omiher
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
AU Mon,aumon
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96Her,96her
96 Her,96her
96 her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
96 Her,96her
 ,96her
96 Her,96her
HR7890,hr7890
SX Cas,sxcas
SX Cas,sxcas
SX Cas,sxcas
SX Cas,sxcas
SX Cas,sxcas
BD+48 3561,bd483561
eta Tau,etatau
eta Tau,etatau
25 Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
25 Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
25 Tau,etatau
25 Tau,etatau
eta Tau,etatau
25 Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
eta Tau,etatau
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
GALEX0639+5156,galexj0639pl5156
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zet oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zetoph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zetoph,zetoph
zet Oph,zetoph
beta Lyr,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zet Oph,zetoph
Zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zet Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zetoph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zet Oph,zetoph
Zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zet Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
Zeta Oph,zetoph
zeta Oph,zetoph
zetoph,zetoph
zeta Oph,zetoph
zeta Oph,zetoph
FY CMa,fycma
HR8210,ikpeg
IK Peg,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
HR8210,ikpeg
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEXJ1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX 1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX 1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
GALEX1736+2806,galexj1736pl2806
11 UMi,11umi
SAO349,sao349
SAO 349,sao349
SAO 349,sao349
SAO349,sao349
SAO 349,sao349
SAO 349,sao349
SAO 349,sao349
HD 177648,hd177648
AG Peg,agpeg
HD 179821,hd179821
HD 179821,hd179821
HD 179821,hd179821
NovaScuti,v475sct
V 475 Sct?,v475sct
V 475 Sct?,v475sct
V475 Sct,v475sct
NovaScuti,v475sct
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
v917 ori,v917ori
v917 ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917Ori,v917ori
V917Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
V917 Ori,v917ori
21 LMi,21lmi
21 LMi,21lmi
21 LMi,21lmi
21 LMi,21lmi
21 LMi,21lmi
lam Eri,lameri
eps PsA,epspsa
V2139 Cyg,v2139cyg
beta Psc,betpsc
beta Psc,betpsc
beta Psc,betpsc
beta Psc,betpsc
bet Psc,betpsc
beta Psc,betpsc
HD 179343,hd179343
HD 179343,hd179343
HD 179343b,hd179343
HD 179343a,hd179343
HD 179343,hd179343
HD 224544,hd224544
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD208905,hd208905
HD208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 208905,hd208905
HD 195407,hd195407
12 Vul,12vul
HD 23642,hd23642
HD 23642,hd23642
HD 23642,hd23642
HD 23642,hd23642
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD 202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD 202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD 202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD202850,sigcyg
HD187350,hd187350
HIP115093,hd219843
HD 39853,hd39853
hd39853,hd39853
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR 2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR 2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR2659,hr2659
HR 2659,hr2659
HR2659,hr2659
HR 2659,hr2659
HR2659,hr2659
HIP85047,hip85047
HIP85047,hip85047
HIP85047,hip85047
HD200830,hd200830
V431 Sct?,sao142248
UU PsA,uupsa
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
V397 Cep,v397cep
GALEX1017+5516,galexj1017pl5516
GALEXJ1017+5516,galexj1017pl5516
GALEX1017+5516,galexj1017pl5516
GALEXJ1017+5516,galexj1017pl5516
GALEX1017+5516,galexj1017pl5516
6 Cas,6cas
6 Cas,6cas
HD 50820,hd50820
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
AG Dra,agdra
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
LQ And,lqand
HIP43984,hd76216
HIP43984,hd76216
88 Her,88her
V744 Her,88her
V744Her,88her
V774 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
88 Her,88her
88 Her,88her
88 Her,88her
V744 Her,88her
88 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
88 Her,88her
88 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
88 Her,88her
V744Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
V744 Her,88her
HIP28753,hip28753
HIP28753,hip28753
HIP28753,hip28753
HIP28753,hip28753
HD37061,hd37061
HD37061,hd37061
V1463 Aql,v1463aql
HD 178615,hd178615
V 788 Cas,v788cas
HIP94743,hd234852
HIP94743,hd234852
HIP 94743,hd234852
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
AX Mon,axmon
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
RZ Cas,rzcas
